"iso","Year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"AFG",2001,88.09271247251821236,22271.023611376401537
"AGO",2001,101220.62152449850250067,36931143.656682583023455
"AIA",2001,3.87846070809765062,626.70033502596615
"ALA",2001,396.93482567183375548,75897.8735060408492075
"ALB",2001,3729.021031484027211435,1334028.1639606948852605
"AND",2001,1.654212947717017275,593.703061150490576
"ARG",2001,147805.950355636356728515,31830773.74367935598716007
"ARM",2001,131.84061226462915529,39469.466034994617149
"ATG",2001,24.07418943834343311,6766.345839363300099
"AUS",2001,218816.302071082737102981,32588227.33310116790697534
"AUT",2001,6926.269007848623644544,2781571.2962790558929230
"AZE",2001,553.299356120949114608,152963.5681125780681725
"BDI",2001,1417.24695708634837975,477610.719025708069582
"BEL",2001,971.488195276157998911,418495.819027215883805
"BEN",2001,3749.33110518296300861,1106862.527074614959219
"BES",2001,3.03185725289229550,246.513298866335603
"BFA",2001,59.47710511241556840,14077.297399328984033
"BGD",2001,4586.99720271505124578,2283695.505671042723094
"BGR",2001,8202.319111660182648762,2320214.1559876777918657
"BHS",2001,432.99941970357798693,81701.1264185558383224
"BIH",2001,1496.107104548911049930,614297.643080915462733
"BLR",2001,18358.964278884732286476,5017197.9103780454587835
"BLZ",2001,8211.62949254688298378,3499141.795040685664352
"BMU",2001,0.19581979363932566,64.06545187886710
"BOL",2001,140321.26053098139728440,62485514.8936981159313982
"BRA",2001,2746361.55670609517796508,1182637100.90037388900914600
"BRB",2001,12.36746156415870226,3463.826345371846107
"BRN",2001,1244.45382286781897360,837530.897159987642079
"BTN",2001,297.65963149430546065,166993.583240726418486
"BWA",2001,130.98388147724718370,21154.508324502301018
"CAF",2001,31282.43685307217145230,14130266.6255592095740907
"CAN",2001,1358154.799491893675892366,256809843.3059716084062253
"CHE",2001,1165.213247325934834959,543595.3412432052788720
"CHL",2001,72711.302806950662775149,20902404.815979468670966
"CHN",2001,230289.115278803057770757,87875469.0781387808431886
"CIV",2001,122683.62089797334455616,45923570.573162436457844
"CMR",2001,39203.71718120766535666,19627666.9172425239934095
"COD",2001,455516.73897045962942254,250221245.6324090340651536
"COG",2001,27030.69621787347816480,13962132.9337503824614925
"COL",2001,230054.83567237682080525,112493493.0081412054832940
"COM",2001,36.97369320813989242,17649.891559458069785
"CPV",2001,7.13645079432604085,0.0
"CRI",2001,15461.87944946832207905,6926213.438128756631005
"CUB",2001,18942.90877802733923104,5274759.6938591084683019
"CUW",2001,0.90278852551157496,161.239797771688212
"CYM",2001,20.68161219992318452,3934.235324920691441
"CYP",2001,78.62890207430473031,17758.7862619532717421
"CZE",2001,3460.142585506102843984,1309112.4560192077062345
"DEU",2001,15286.380567886354925707,6107739.6751358349442634
"DMA",2001,22.79275551080327080,13233.959763924651613
"DNK",2001,4329.295853186447117318,1040231.3890045678205671
"DOM",2001,11246.81006554382514661,4115776.249203632464542
"DZA",2001,3468.760252170720609679,873501.03709215664442403
"ECU",2001,45002.46870979026556548,24700956.3586482213112541
"EGY",2001,147.76494268113365171,29113.731200734064751
"ERI",2001,2.52952433260082045,975.244838687854852
"ESP",2001,32811.053519212271590404,9915768.8938506682405814
"EST",2001,16872.434505275647800971,3694603.119360807995629
"ETH",2001,11947.24724356111738122,5123556.836041849107742
"FIN",2001,151003.260500018250043684,27699084.5842488500426582
"FJI",2001,1097.76405439654603828,557792.230442944752093
"FRA",2001,34420.963394335535759814,12692872.7314895021279555
"GAB",2001,15082.63772959336390903,8594446.564967059216093
"GBR",2001,23244.127250640764127142,7568709.9884886377543575
"GEO",2001,666.55636661222269384,245258.425797510865593
"GGY",2001,0.95767803564886003,249.651489206183666
"GHA",2001,43644.05617298838173772,16613481.727774159464489
"GIB",2001,0.18728563696830533,41.34495780878648
"GIN",2001,18571.52585588347890280,6456272.10976230713841035
"GLP",2001,320.70238556621853028,115574.286706629373950
"GMB",2001,3.29742186304590067,691.952174389627737
"GNB",2001,2362.15302834537676426,734547.115203565866624
"GNQ",2001,3585.41910142404842975,2184862.494035127438433
"GRC",2001,12616.822022137019171618,3176629.893442897687429
"GRD",2001,32.81085886820521310,18245.359951189088343
"GTM",2001,53310.17515247170509236,21358957.2584853712635284
"GUF",2001,3033.28774855401688612,2265028.176219283491250
"GUY",2001,10039.86770689830669568,6274630.943304457239575
"HKG",2001,7.98129121390146446,3394.999711775991854
"HND",2001,42380.17445674206866014,17571251.2395698025004208
"HRV",2001,3378.489603633889071868,1176602.293930910662112
"HTI",2001,2469.04829834405270902,833360.00976873885918253
